# Collection of Eggs for Easter 2025
# Field order: Chocolatier, volume, weight, chocolate, wrapper, filling
Cadbury,3503.39,7007,0,2,1
Kinder,3856.168,3856,1,0,2
Mars,3995.733,7991,2,0,1
Mars,3906.159,7812,1,2,1
Darrell Lea,250.365,751,1,1,0
Ferrero,4141.681,4142,0,2,2
Pink Lady,3799.339,11398,1,2,0
Pink Lady,1109.104,3327,0,1,0
Mars,3548.821,3549,1,2,2
Lindt,3296.058,6592,2,1,1
Cadbury,760.789,2282,2,1,0
Kinder,3657.041,7314,0,2,1
Carob Creations,98.111,294,2,2,0
Kinder,1877.635,3755,0,1,1
Cadbury,26.953,27,1,0,2
Darrell Lea,341.073,341,2,1,2
Mars,3569.142,7138,2,0,1
Lindt,3820.034,3820,0,0,2
Ferrero,641.516,642,0,2,2
Cadbury,1411.072,2822,0,1,1
Mars,3226.605,3227,2,0,2
Cadbury,2915.711,2916,0,2,2
Ferrero,2291.191,2291,0,2,2
Lindt,1173.443,2347,1,2,1
Mars,341.931,342,0,2,2
Kinder,3288.967,9867,1,0,0
Pink Lady,3708.191,11125,0,0,0
Kinder,1012.868,2026,1,0,1
Carob Creations,2344.151,2344,2,2,2
Lindt,4058.636,12176,0,2,0
Cadbury,377.672,755,1,2,1
Cadbury,1381.975,1382,1,2,2
Carob Creations,2115.729,6347,1,1,0
Cadbury,3690.891,7382,2,1,1
Carob Creations,3547.058,7094,1,2,1
Mars,3212.903,9639,2,1,0
Lindt,2085.714,6257,2,0,0
Kinder,809.555,1619,2,2,1
Ferrero,3391.447,6783,1,1,1
Ferrero,3465.026,3465,0,0,2
Cadbury,369.157,369,1,2,2
Carob Creations,1340.586,4022,1,2,0
Cadbury,2892.808,2893,1,2,2
Darrell Lea,972.2,972,1,2,2
Lindt,1505.51,4517,0,2,0
Cadbury,2326.605,4653,0,1,1
Cadbury,2422.702,4845,2,1,1
Darrell Lea,3410.495,6821,0,0,1
Lindt,3484.75,3485,2,0,2
Pink Lady,3572.604,10718,2,2,0
Darrell Lea,2284.757,4570,0,2,1
Darrell Lea,3703.927,3704,0,2,2
Ferrero,3782.3,3782,1,2,2
Darrell Lea,261.936,262,2,1,2
Darrell Lea,1308.719,2617,2,0,1
Darrell Lea,3478.545,10436,1,2,0
Ferrero,914.323,914,0,0,2
Kinder,1262.511,1263,1,2,2
Kinder,1517.573,3035,0,1,1
Ferrero,427.968,428,0,2,2
Darrell Lea,319.358,639,1,0,1
Pink Lady,2659.846,2660,1,0,2
Ferrero,1765.545,5297,1,1,0
Mars,393.884,394,0,0,2
Carob Creations,3342.122,10026,1,1,0
Ferrero,1328.314,2657,1,0,1
Mars,689.797,690,1,1,2
Lindt,673.945,1348,0,0,1
Carob Creations,3618.836,3619,1,2,2
Pink Lady,3381.86,6764,1,2,1
Carob Creations,1972.915,5919,0,0,0
Cadbury,3625.227,10876,1,2,0
Darrell Lea,3698.473,3698,2,1,2
Kinder,2041.527,6125,2,0,0
Lindt,3801.446,3801,0,2,2
Lindt,2452.499,7357,0,0,0
Kinder,3286.73,6573,1,2,1
Pink Lady,4119.877,12360,2,0,0
Mars,3266.388,3266,2,1,2
Mars,664.685,1329,2,0,1
Kinder,2676.493,5353,0,1,1
Ferrero,3230.755,9692,2,1,0
Lindt,562.309,562,2,1,2
Mars,1219.503,3659,1,1,0
Lindt,169.142,169,2,0,2
Ferrero,1477.076,1477,1,0,2
Mars,2641.54,5283,2,0,1
Kinder,4177.965,4178,0,2,2
Lindt,2497.316,4995,0,1,1
Ferrero,938.204,938,1,1,2
Carob Creations,3504.236,10513,1,2,0
Lindt,2752.607,8258,1,0,0
Kinder,3420.726,3421,1,1,2
Pink Lady,3303.037,6606,2,2,1
Lindt,2584.532,7754,0,2,0
Pink Lady,1417.871,1418,1,1,2
Kinder,2919.213,5838,1,1,1
Ferrero,3019.381,9058,1,2,0
Carob Creations,3453.285,3453,2,2,2
Ferrero,2695.073,5390,1,2,1
Pink Lady,2024.705,2025,0,1,2
Lindt,1119.965,3360,1,2,0
Ferrero,2799.134,2799,1,1,2
Cadbury,787.173,1574,2,1,1
Carob Creations,4180.134,4180,0,1,2
Carob Creations,2191.337,6574,1,1,0
Kinder,1050.591,1051,2,2,2
Pink Lady,315.157,630,0,1,1
Carob Creations,2388.541,4777,2,0,1
Ferrero,742.439,1485,2,1,1
Darrell Lea,3393.391,3393,0,0,2
Lindt,2201.762,2202,0,0,2
Carob Creations,3374.646,6749,2,0,1
Cadbury,1147.172,3442,1,1,0
Mars,2080.278,2080,2,1,2
Pink Lady,3897.294,11692,2,0,0
Cadbury,887.571,888,2,2,2
Ferrero,1730.899,3462,1,0,1
Pink Lady,2573.702,7721,2,2,0
Carob Creations,1045.111,1045,1,0,2
Carob Creations,2378.774,7136,0,2,0
Cadbury,1539.948,3080,2,1,1
Mars,2080.648,6242,1,1,0
Mars,2627.674,2628,2,2,2
Ferrero,1791.461,5374,0,1,0
Kinder,2159.702,2160,2,2,2
Darrell Lea,1013.97,1014,2,1,2
Lindt,2158.019,2158,2,2,2
Carob Creations,2614.651,2615,2,1,2
Cadbury,959.801,1920,1,1,1
Cadbury,1557.02,4671,2,2,0
Kinder,3261.386,6523,2,2,1
Cadbury,431.688,1295,1,0,0
Carob Creations,435.305,435,1,1,2
Carob Creations,158.1,158,0,1,2
Kinder,4066.469,8133,2,1,1
Lindt,888.766,1778,1,2,1
Pink Lady,3961.91,11886,1,1,0
Cadbury,1280.042,1280,2,0,2
Kinder,961.697,1923,1,2,1
Lindt,2748.742,2749,2,0,2
Darrell Lea,743.344,2230,2,2,0
Lindt,1781.908,1782,1,1,2
Pink Lady,3269.73,6539,1,0,1
Mars,4096.392,4096,1,2,2
Kinder,2107.212,2107,0,0,2
Lindt,1351.398,4054,1,1,0
Cadbury,1085.59,2171,0,0,1
Lindt,3538.904,7078,1,0,1
Carob Creations,1669.179,1669,1,2,2
Lindt,1496.362,4489,0,0,0
Ferrero,395.019,1185,1,2,0
Ferrero,2540.903,5082,1,0,1
Mars,4140.892,8282,0,2,1
Kinder,1617.54,1618,1,2,2
Kinder,3535.549,7071,0,0,1
Lindt,517.435,517,1,1,2
Pink Lady,329.267,988,0,2,0
Mars,2299.937,2300,0,2,2
Mars,1439.292,2879,1,1,1
Lindt,3454.066,6908,1,1,1
Mars,1146.251,2293,1,0,1
Pink Lady,1574.293,3149,1,0,1
Pink Lady,2655.181,7966,1,0,0
Darrell Lea,2756.348,8269,2,2,0
Kinder,2733.578,2734,0,2,2
Darrell Lea,2960.995,8883,2,0,0
Lindt,181.454,181,0,1,2
Pink Lady,1017.617,1018,1,0,2
Kinder,2962.823,2963,2,1,2
Kinder,3873.982,11622,0,1,0
Lindt,1288.423,3865,2,2,0
Pink Lady,1945.955,1946,0,2,2
Darrell Lea,434.513,869,2,0,1
Carob Creations,1495.865,1496,2,0,2
Kinder,3472.493,10417,1,1,0
Lindt,3871.278,7743,2,0,1
Carob Creations,2846.475,2846,1,0,2
Kinder,2105.099,2105,2,1,2
Pink Lady,607.029,607,1,2,2
Lindt,2130.964,4262,1,0,1
Kinder,2657.224,7972,2,1,0
Darrell Lea,1242.426,3727,0,2,0
Kinder,574.963,1150,0,2,1
Kinder,3965.755,7932,0,0,1
Pink Lady,4075.518,12227,1,2,0
Carob Creations,2615.432,2615,0,1,2
Pink Lady,1045.255,1045,1,2,2
Ferrero,1245.625,2491,0,0,1
Carob Creations,2848.967,8547,1,2,0
Mars,2453.912,7362,1,0,0
Pink Lady,3255.346,3255,2,0,2
Mars,491.057,491,1,0,2
Pink Lady,2670.8,8012,0,0,0
Pink Lady,3485.6,10457,1,0,0
Darrell Lea,2932.312,2932,2,2,2
Cadbury,500.372,500,1,2,2
Carob Creations,366.543,733,0,0,1
Pink Lady,3149.607,9449,2,1,0
Mars,155.801,467,1,1,0
Cadbury,3114.118,9342,0,2,0
Carob Creations,2448.698,7346,2,2,0
Pink Lady,3933.022,11799,1,0,0
Lindt,3128.782,3129,0,1,2
Cadbury,3397.732,3398,2,0,2
Ferrero,3202.32,9607,2,2,0
Carob Creations,4136.285,12409,1,0,0
Lindt,3339.797,10019,0,0,0
Kinder,655.763,1967,1,0,0
Lindt,10.423,10,0,1,2
Ferrero,3899.828,7800,2,2,1
Darrell Lea,142.379,142,0,0,2
Lindt,3875.607,11627,1,2,0
Darrell Lea,3347.972,10044,2,0,0
Mars,1602.858,1603,2,1,2
Pink Lady,4055.064,12165,2,0,0
Cadbury,3490.271,6981,0,2,1
Cadbury,2927.372,8782,2,1,0
Mars,3192.149,6384,1,2,1
Ferrero,283.204,283,2,0,2
Cadbury,2126.325,4253,2,2,1
Darrell Lea,2520.137,2520,2,2,2
Pink Lady,3249.701,9749,2,0,0
Cadbury,2630.183,7891,2,1,0
Lindt,864.163,864,2,2,2
Carob Creations,3625.401,10876,2,2,0
Kinder,3272.939,9819,0,2,0
Kinder,2490.582,2491,2,0,2
Pink Lady,3607.546,7215,2,2,1
Lindt,706.282,2119,0,1,0
Kinder,2029.303,2029,0,2,2
Lindt,599.886,1200,0,2,1
Cadbury,3728.925,11187,0,2,0
Darrell Lea,3904.328,11713,2,0,0
Carob Creations,3664.813,10994,0,1,0
Carob Creations,2452.16,7356,0,2,0
Pink Lady,2488.313,2488,0,0,2
Darrell Lea,1008.296,1008,1,2,2
Pink Lady,726.574,1453,1,2,1
Carob Creations,3437.084,3437,1,2,2
Kinder,1009.775,1010,0,1,2
Mars,2219.092,2219,1,2,2
Ferrero,3040.767,3041,0,2,2
Carob Creations,25.858,52,2,2,1
Pink Lady,4106.919,8214,1,2,1
Pink Lady,3410.069,6820,0,1,1
Kinder,3896.563,3897,1,2,2
Cadbury,3472.394,6945,0,0,1
Mars,3415.881,6832,2,2,1
Lindt,3949.549,3950,1,0,2
Kinder,1121.692,1122,1,0,2
Ferrero,2137.844,2138,2,2,2
Kinder,3411.197,10234,0,0,0
Ferrero,1744.428,1744,2,1,2
Darrell Lea,417.989,1254,0,1,0
Mars,2822.378,5645,1,2,1
Lindt,3718.839,3719,2,0,2
Ferrero,2672.512,5345,0,0,1
Carob Creations,752.784,2258,2,1,0
Kinder,2595.554,7787,1,0,0
Darrell Lea,909.475,909,0,0,2
Kinder,399.857,1200,0,0,0
Carob Creations,2770.594,8312,0,0,0
Kinder,1928.377,1928,0,2,2
Mars,2182.259,2182,2,0,2
Mars,3265.755,9797,0,1,0
Cadbury,237.972,238,1,2,2
Pink Lady,2298.744,6896,1,1,0
Carob Creations,406.903,407,2,2,2
Pink Lady,1113.423,1113,2,2,2
Lindt,2394.234,4788,1,2,1
Darrell Lea,2136.029,6408,1,2,0
Pink Lady,287.444,287,0,2,2
Darrell Lea,3181.745,6363,0,2,1
Ferrero,4014.071,4014,2,1,2
Darrell Lea,2660.984,7983,1,1,0
Carob Creations,1782.395,5347,2,0,0
Carob Creations,2651.863,5304,0,2,1
Darrell Lea,3243.084,3243,1,1,2
Pink Lady,3738.326,11215,0,2,0
Pink Lady,1922.556,1923,1,2,2
Carob Creations,993.907,1988,0,2,1
Darrell Lea,3229.146,6458,1,0,1
Mars,2331.756,2332,2,2,2
Lindt,11.241,34,0,1,0
Cadbury,3999.897,4000,1,2,2
Cadbury,3183.805,3184,0,1,2
Mars,2388.981,4778,0,0,1
Pink Lady,2109.813,6329,2,1,0
Kinder,906.551,907,0,1,2
Pink Lady,3384.352,10153,2,2,0
Mars,1285.072,1285,2,2,2
Cadbury,2208.68,6626,2,0,0
Lindt,478.593,957,2,1,1
Lindt,3295.594,3296,1,2,2
Pink Lady,590.98,1773,0,1,0
Pink Lady,1888.489,3777,1,0,1
Kinder,16.638,50,2,2,0
Mars,367.574,368,0,1,2
Pink Lady,2915.599,5831,0,0,1
Cadbury,3890.084,7780,1,0,1
Cadbury,4062.564,8125,0,2,1
Carob Creations,2588.035,7764,1,2,0
Carob Creations,753.482,2260,2,0,0
Ferrero,309.141,309,0,1,2
Cadbury,1418.25,4255,2,0,0
Pink Lady,2601.777,5204,1,0,1
Pink Lady,1195.571,1196,2,2,2
Darrell Lea,3624.199,7248,2,0,1
Darrell Lea,1631.115,1631,2,1,2
Darrell Lea,1638.904,3278,1,0,1
Darrell Lea,2546.352,2546,0,2,2
Darrell Lea,4010.851,8022,2,1,1
Mars,1368.744,2737,0,0,1
Kinder,3018.481,6037,0,1,1
Lindt,1962.413,3925,2,2,1
Mars,3005.549,3006,2,1,2
Darrell Lea,1954.606,3909,0,0,1
Darrell Lea,3082.192,6164,2,1,1
Lindt,2676.404,5353,2,1,1
Carob Creations,321.196,964,1,1,0
Mars,452.657,1358,2,0,0
Pink Lady,2943.729,8831,0,0,0
Mars,3807.203,7614,2,0,1
Lindt,1315.093,2630,1,1,1
Mars,235.572,471,1,1,1
Pink Lady,1164.479,2329,0,0,1
Cadbury,1305.549,3917,2,0,0
Kinder,995.049,1990,2,2,1
Ferrero,491.889,984,0,2,1
Carob Creations,3482.086,6964,1,2,1
Carob Creations,4175.287,4175,1,1,2
Kinder,4104.596,12314,1,1,0
Darrell Lea,301.226,904,1,0,0
Darrell Lea,2978.787,2979,0,0,2
Lindt,2772.585,8318,2,2,0
Cadbury,531.049,531,1,2,2
Mars,1431.713,1432,0,0,2
Pink Lady,1865.246,5596,1,0,0
Mars,2193.234,4386,2,1,1
Pink Lady,3661.085,7322,0,1,1
Kinder,2548.425,7645,2,0,0
Darrell Lea,1584.922,3170,2,0,1
Lindt,1901.113,1901,2,0,2
Darrell Lea,1750.286,3501,2,2,1
Darrell Lea,3912.279,3912,2,1,2
Ferrero,2498.328,7495,1,2,0
Ferrero,1864.709,5594,1,1,0
Mars,2717.564,2718,0,0,2
Pink Lady,4162.533,4163,1,2,2
Cadbury,2160.747,4321,2,1,1
Cadbury,2229.477,6688,1,2,0
Mars,1619.077,1619,1,0,2
Kinder,606.744,607,2,0,2
Carob Creations,3859.738,3860,2,0,2
Ferrero,685.976,2058,0,0,0
Carob Creations,446.12,1338,0,2,0
Cadbury,1022.972,1023,1,1,2
Pink Lady,2169.794,2170,2,0,2
Pink Lady,32.022,32,2,0,2
Pink Lady,425.573,1277,2,2,0
Lindt,426.396,1279,1,2,0
Pink Lady,2895.503,8687,2,0,0
Kinder,419.342,839,2,1,1
Lindt,3978.809,11936,2,2,0
Darrell Lea,1085.411,1085,1,0,2
Carob Creations,2332.027,4664,2,2,1
Carob Creations,315.274,946,0,2,0
Lindt,3694.475,3694,1,1,2
Cadbury,3273.727,6547,0,2,1
Ferrero,1555.375,1555,0,1,2
Carob Creations,2599.433,7798,2,0,0
Darrell Lea,3858.769,7718,0,0,1
Cadbury,818.443,1637,1,2,1
Pink Lady,3937.651,11813,0,2,0
Kinder,1293.589,2587,0,2,1
Lindt,997.163,997,0,2,2
Darrell Lea,4172.736,12518,0,0,0
Carob Creations,722.364,1445,1,2,1
Lindt,99.831,200,2,2,1
Cadbury,2169.436,4339,1,2,1
Mars,3629.588,3630,2,2,2
Mars,1897.687,5693,0,1,0
Ferrero,1578.661,3157,0,2,1
Darrell Lea,931.577,1863,0,1,1
Lindt,355.09,710,0,0,1
Carob Creations,752.447,1505,2,2,1
Darrell Lea,1304.66,3914,1,2,0
Cadbury,922.424,1845,1,2,1
Kinder,46.147,92,1,0,1
Pink Lady,2045.918,2046,1,2,2
Ferrero,1926.135,5778,2,1,0
Lindt,636.828,1910,1,0,0
Pink Lady,1180.539,1181,2,0,2
Carob Creations,1265.535,2531,2,2,1
Mars,1638.005,3276,2,0,1
Darrell Lea,3126.137,9378,1,2,0
Darrell Lea,3409.544,10229,2,1,0
Ferrero,2859.845,5720,2,2,1
Ferrero,2626.605,5253,0,1,1
Darrell Lea,1170.214,1170,2,2,2
Darrell Lea,2649.346,7948,0,2,0
Mars,4115.081,4115,1,1,2
Lindt,3465.846,10398,1,1,0
Carob Creations,4014.689,4015,1,0,2
Pink Lady,3076.171,9229,1,2,0
Ferrero,3533.369,7067,2,2,1
Ferrero,859.528,1719,0,2,1
Mars,2044.029,4088,1,0,1
Kinder,9.337,19,2,1,1
Pink Lady,3520.88,7042,1,1,1
Lindt,2474.111,2474,1,1,2
Pink Lady,2255.077,6765,1,2,0
Kinder,3148.366,6297,1,0,1
Darrell Lea,1794.054,1794,0,0,2
Carob Creations,2038.797,4078,0,0,1
Pink Lady,3628.746,10886,1,0,0
Cadbury,1800.547,1801,0,1,2
Pink Lady,128.45,128,0,0,2
Kinder,4090.847,8182,2,0,1
Carob Creations,203.6,407,1,0,1
Kinder,2516.546,2517,2,0,2
Carob Creations,3906.809,3907,1,0,2
Pink Lady,3957.244,3957,1,2,2
Pink Lady,2785.186,5570,1,2,1
Pink Lady,1654.491,4963,2,0,0
Ferrero,1162.608,3488,0,2,0
Mars,1905.999,1906,2,1,2
Darrell Lea,1751.991,3504,2,1,1
Lindt,3936.05,3936,2,1,2
Carob Creations,1246.617,1247,0,0,2
Darrell Lea,900.476,2701,0,2,0
Cadbury,649.355,649,1,2,2
Ferrero,1366.122,2732,2,1,1
Ferrero,2455.825,7367,2,1,0
Lindt,3255.838,9768,0,2,0
Kinder,2748.936,5498,1,1,1
Kinder,2823.015,8469,2,1,0
Pink Lady,2991.249,2991,0,0,2
Pink Lady,2303.255,6910,0,1,0
Lindt,1170.422,3511,2,2,0
Darrell Lea,3107.036,9321,1,0,0
Lindt,393.119,786,2,2,1
Darrell Lea,3130.17,9391,2,1,0
Cadbury,2774.129,2774,2,1,2
Kinder,3111.896,3112,0,1,2
Kinder,1476.44,2953,0,2,1
Mars,2667.678,2668,0,2,2
Lindt,2227.97,4456,1,2,1
Ferrero,2975.161,8925,1,1,0
Pink Lady,3876.071,3876,1,2,2
Mars,2048.859,2049,1,1,2
Carob Creations,110.704,221,1,2,1
Carob Creations,667.292,667,0,0,2
Cadbury,279.742,839,0,0,0
Pink Lady,2340.186,2340,0,0,2
Mars,724.905,725,0,2,2
Cadbury,2639.007,7917,2,1,0
Cadbury,1688.133,3376,1,2,1
Mars,38.109,114,1,0,0
Ferrero,3908.379,3908,0,2,2
Kinder,1234.735,1235,0,0,2
Cadbury,1958.048,1958,1,0,2
Darrell Lea,3118.614,3119,2,2,2
Lindt,2432.232,2432,1,1,2
Lindt,677.818,2033,0,1,0
Pink Lady,913.219,1826,1,2,1
Darrell Lea,2593.935,2594,0,2,2
Lindt,3132.126,6264,0,2,1
Mars,2705.207,5410,1,1,1
Ferrero,69.179,69,1,0,2
Kinder,5.285,16,0,2,0
Ferrero,3158.193,3158,0,0,2
Mars,166.025,498,2,2,0
Ferrero,2638.242,2638,0,0,2
Lindt,676.724,2030,1,0,0
Lindt,174.481,349,2,0,1
Mars,2740.709,8222,1,1,0
Lindt,431.486,431,0,0,2
Cadbury,3003.786,9011,2,1,0
Kinder,431.178,1294,2,0,0
Carob Creations,3854.077,3854,2,0,2
Cadbury,3512.486,3512,2,0,2
Kinder,1811.923,5436,0,0,0
Darrell Lea,965.155,2895,0,2,0
Darrell Lea,1077.623,2155,2,2,1
Kinder,1039.852,1040,1,2,2
Kinder,1989.488,5968,2,2,0
Ferrero,3021.058,3021,0,2,2
Pink Lady,2002.077,6006,2,2,0
Pink Lady,4059.873,12180,2,2,0
Cadbury,3380.993,10143,0,2,0
Carob Creations,229.629,459,0,1,1
Ferrero,3747.797,11243,1,1,0
Pink Lady,3893.767,7788,1,2,1
Carob Creations,3114.246,6228,2,2,1
Kinder,1461.315,1461,0,1,2
Carob Creations,2481.492,7444,1,0,0
Lindt,648.435,648,1,0,2
Carob Creations,2173.259,2173,1,0,2
Carob Creations,54.849,165,1,2,0
Mars,1375.605,2751,1,1,1
Lindt,2822.723,5645,0,2,1
Pink Lady,478.206,1435,2,1,0
Pink Lady,2284.402,6853,2,0,0
Kinder,450.877,902,1,2,1
Lindt,429.455,1288,2,1,0
Carob Creations,547.256,1095,1,2,1
Kinder,2228.111,2228,0,0,2
Mars,2718.077,2718,1,1,2
Mars,4056.874,8114,1,1,1
Mars,1971.675,3943,0,0,1
Pink Lady,2617.201,7852,0,1,0
Pink Lady,410.302,1231,1,2,0
Mars,1629.388,4888,2,0,0
Pink Lady,3743.281,7487,2,2,1
Cadbury,318.885,638,1,0,1
Carob Creations,1585.032,4755,2,2,0
Kinder,460.219,460,2,1,2
Darrell Lea,1674.933,5025,0,2,0
Kinder,1720.369,5161,0,2,0
Kinder,3947.463,11842,0,1,0
Carob Creations,1251.734,3755,0,2,0
Lindt,4136.929,8274,0,1,1
Darrell Lea,16.165,16,2,0,2
Darrell Lea,3741.128,3741,1,1,2
Ferrero,2788.891,2789,2,1,2
Kinder,3596.058,7192,0,0,1
Pink Lady,3655.786,7312,1,2,1
Lindt,1689.594,5069,2,2,0
Darrell Lea,4157.283,4157,1,1,2
Carob Creations,1055.468,2111,0,1,1
Cadbury,2205.512,4411,0,0,1
Lindt,3711.871,7424,1,0,1
Cadbury,513.979,1028,1,1,1
Carob Creations,1942.536,1943,1,1,2
Carob Creations,1929.098,3858,0,0,1
Pink Lady,2360.47,7081,2,2,0
Lindt,1001.591,2003,2,0,1
Darrell Lea,2069.833,4140,1,1,1
Ferrero,1349.066,2698,1,0,1
Darrell Lea,3261.763,6524,2,2,1
Ferrero,18.211,55,0,2,0
Ferrero,2293.006,6879,1,1,0
Mars,593.467,1187,1,2,1
Kinder,2644.53,2645,2,1,2
Pink Lady,923.326,2770,2,2,0
Kinder,3662.696,10988,1,0,0
Darrell Lea,421.467,421,0,2,2
Ferrero,1373.808,2748,2,1,1
Lindt,972.734,2918,1,1,0
Carob Creations,2330.45,4661,2,0,1
Darrell Lea,2046.968,2047,2,0,2
Darrell Lea,3123.788,3124,2,2,2
Pink Lady,3156.025,3156,0,1,2
Darrell Lea,1053.044,3159,0,1,0
Lindt,1363.079,1363,2,1,2
Lindt,1583.327,3167,1,0,1
Kinder,1672.865,1673,2,1,2
Pink Lady,3516.644,7033,0,2,1
Cadbury,1771.25,1771,2,2,2
Darrell Lea,526.722,527,2,1,2
Kinder,1554.322,1554,2,2,2
Kinder,3111.847,3112,0,2,2
Ferrero,2721.987,2722,0,1,2
Kinder,1564.756,3130,2,1,1
Ferrero,573.752,574,0,2,2
Darrell Lea,621.412,621,0,0,2
Kinder,2367.992,2368,0,0,2
Lindt,3674.062,7348,0,0,1
Carob Creations,3373.641,3374,2,2,2
Mars,1212.522,3638,1,2,0
Darrell Lea,661.445,1984,0,1,0
Mars,2277.178,4554,2,2,1
Mars,1235.964,3708,0,0,0
Carob Creations,3422.739,10268,2,1,0
Pink Lady,839.965,2520,1,1,0
Cadbury,3034.753,9104,2,2,0
Pink Lady,2701.435,5403,0,2,1
Ferrero,2239.327,2239,2,1,2
Mars,595.565,1787,0,1,0
Lindt,2150.639,6452,2,1,0
Darrell Lea,3259.757,6520,0,1,1
Pink Lady,726.374,726,0,0,2
Ferrero,1563.537,4691,1,2,0
Kinder,1645.124,4935,0,2,0
Cadbury,613.076,613,2,2,2
Kinder,4096.99,12291,2,1,0
Kinder,3387.172,3387,2,2,2
Kinder,1622.66,3245,1,2,1
Cadbury,2355.212,7066,2,0,0
Cadbury,1231.802,3695,0,1,0
Kinder,197.314,197,0,0,2
Pink Lady,3954.416,3954,1,1,2
Mars,933.728,1867,1,2,1
Lindt,44.027,88,2,2,1
Kinder,3806.329,11419,1,0,0
Carob Creations,552.833,1658,0,0,0
Kinder,2280.599,4561,1,0,1
Pink Lady,2688.259,2688,1,0,2
Lindt,1559.197,3118,0,1,1
Carob Creations,2710.47,2710,1,0,2
Mars,3784.543,7569,1,2,1
Lindt,3610.683,3611,0,1,2
Darrell Lea,2072.847,4146,2,2,1
Cadbury,1826.576,3653,1,2,1
Darrell Lea,79.394,238,2,1,0
Kinder,1270.191,3811,0,0,0
Darrell Lea,1276.741,2553,2,1,1
Darrell Lea,532.169,1064,2,0,1
Lindt,476.53,477,1,0,2
Mars,598.552,1197,0,2,1
Darrell Lea,1865.542,3731,2,2,1
Pink Lady,1962.373,1962,2,0,2
Darrell Lea,2098.795,6296,1,1,0
Carob Creations,3448.004,3448,1,1,2
Darrell Lea,2389.98,2390,2,1,2
Lindt,403.393,1210,2,1,0
Ferrero,3285.714,3286,0,1,2
Carob Creations,3024.743,6049,1,2,1
Mars,2357.79,2358,1,1,2
Mars,2090.959,4182,0,2,1
Cadbury,404.077,1212,2,2,0
Cadbury,3638.092,7276,2,1,1
Darrell Lea,445.609,891,0,2,1
Carob Creations,3984.401,3984,1,1,2
Pink Lady,3890.817,7782,2,2,1
Lindt,227.051,681,1,1,0
Kinder,430.53,1292,0,1,0
Darrell Lea,1369.547,1370,0,2,2
Kinder,1263.028,3789,0,0,0
Mars,536.625,1073,2,2,1
Darrell Lea,704.026,704,0,1,2
Ferrero,1269.532,1270,0,0,2
Lindt,208.123,416,2,2,1
Kinder,2533.201,2533,1,0,2
Pink Lady,3238.785,9716,1,0,0
Mars,3325.732,6651,2,1,1
Carob Creations,3828.626,11486,0,2,0
Lindt,2254.389,4509,0,1,1
Mars,1712.371,3425,1,1,1
Carob Creations,1210.133,2420,2,0,1
Cadbury,986.256,1973,0,1,1
Darrell Lea,359.544,360,0,1,2
Cadbury,467.738,935,2,2,1
Lindt,1640.421,3281,0,1,1
Darrell Lea,3477.74,3478,2,0,2
Kinder,337.613,675,1,2,1
Ferrero,3316.998,6634,0,1,1
Kinder,834.675,1669,0,1,1
Darrell Lea,1361.514,2723,1,0,1
Kinder,4138.377,8277,1,0,1
Pink Lady,3167.959,6336,1,0,1
Kinder,2672.415,8017,0,0,0
Darrell Lea,3151.727,6303,2,1,1
Pink Lady,1761.775,3524,1,2,1
Kinder,501.142,1002,1,0,1
Ferrero,4103.209,4103,1,0,2
Mars,851.815,852,1,0,2
Lindt,4158.859,12477,0,1,0
Mars,1876.091,5628,0,1,0
Darrell Lea,2979.608,5959,0,1,1
Darrell Lea,3872.323,11617,0,0,0
Pink Lady,119.678,120,1,2,2
Mars,629.288,1888,1,0,0
Carob Creations,2631.294,5263,0,0,1
Darrell Lea,612.72,1225,0,0,1
Mars,3882.156,7764,2,2,1
Darrell Lea,124.202,373,2,0,0
Carob Creations,2740.399,8221,0,1,0
Lindt,4021.807,8044,1,1,1
Kinder,2940.373,8821,0,0,0
Ferrero,2755.993,8268,0,1,0
Carob Creations,1906.447,1906,2,2,2
Mars,947.353,2842,2,0,0
Cadbury,3212.785,9638,1,2,0
Cadbury,791.89,1584,1,2,1
Ferrero,4031.574,4032,1,2,2
Ferrero,2287.385,4575,2,1,1
Carob Creations,3694.438,7389,1,1,1
Kinder,388.205,388,2,0,2
Ferrero,3896.431,7793,1,1,1
Lindt,573.52,574,0,1,2
Mars,711.809,712,1,0,2
Mars,2820.163,8460,2,0,0
Cadbury,1684.013,5052,0,0,0
Mars,3130.946,9393,2,0,0
Mars,2562.912,5126,2,0,1
Darrell Lea,3281.017,6562,1,2,1
Darrell Lea,3917.861,11754,2,2,0
Mars,3192.291,3192,2,1,2
Carob Creations,2030.616,6092,2,0,0
Carob Creations,758.417,1517,0,2,1
Ferrero,3758.285,7517,0,0,1
Ferrero,2482.205,4964,1,1,1
Ferrero,810.353,1621,2,1,1
Mars,2623.924,7872,2,0,0
Mars,3284.693,3285,1,1,2
Carob Creations,2562.302,2562,1,1,2
Kinder,2500.097,5000,0,2,1
Pink Lady,556.113,1112,2,2,1
Pink Lady,2142.051,4284,1,0,1
Cadbury,3333.724,10001,0,0,0
Carob Creations,1565.485,4696,0,2,0
Darrell Lea,3982.267,3982,1,0,2
Carob Creations,223.313,447,1,1,1
Lindt,806.257,1613,1,1,1
Ferrero,340.791,341,0,0,2
Lindt,3483.743,3484,2,2,2
Cadbury,2562.823,2563,0,2,2
Ferrero,2489.929,4980,0,0,1
